Name,Nationality,Occupation,Affiliation,Ajah,Build,Clan,Current.status,Date.of.birth,Date.of.death,Eye.color,First.appeared,First.mentioned,Gender,Hair.color,Height,Last.appeared,Last.mentioned,Race,Rank,Sept,Society,Title,Weight
Caira,Altaran,Maid,NA,NA,NA,NA,Alive,NA,NA,Smoky,ACOS:17,NA,Female,NA,NA,WH:19,NA,NA,NA,NA,NA,NA,NA
Caire din Gelyn Running Wave,Atha'an Miere,NA,Atha'an Miere,NA,NA,NA,Alive,NA,NA,Dark,TPOD:5,NA,Female,NA,NA,KOD:22,NA,NA,Windfinder,NA,NA,NA,NA
Cairen,Altaran,NA,NA,NA,NA,NA,Alive,NA,NA,NA,NA,KOD:Prologue,Female,NA,NA,NA,KOD:Prologue,NA,NA,NA,NA,Lady,NA
Cairlyn Nesolle,Unknown nationality,NA,White Tower,Yellow Ajah,Willowy,NA,Alive,NA,NA,NA,NA,The Wheel of Time Companion,Female,NA,NA,NA,NA,NA,Aes Sedai,NA,NA,NA,NA
Calder,Andoran,NA,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,NA,TEOTW:7,Female,NA,NA,NA,TEOTW:7,NA,NA,NA,NA,NA,NA
Calian,Unknown nationality,NA,Horn of Valere,NA,NA,NA,Bound to the Wheel,NA,NA,NA,TGH:47,NA,Female,NA,NA,TGH:47,ACOS:21,NA,Hero of the Horn,NA,NA,NA,NA
Calindin,Taraboner,NA,White Tower,NA,NA,NA,Alive,960 NE,NA,NA,LOC:14,NA,Female,"Black, multitude of braids",NA,LOC:14,LOC:29,NA,Accepted,NA,NA,NA,NA
Calle Coplin,Andoran,NA,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,TEOTW:Ravens,NA,Female,NA,NA,TEOTW:Ravens,ACOS:31,NA,NA,NA,NA,NA,NA
Callie,Unknown nationality,Wise Woman,The Kin,NA,NA,NA,Dead,NA,1000 NE,NA,ACOS:17,NA,Female,NA,NA,ACOS:17,ACOS:24,NA,NA,NA,NA,NA,NA
Camaille Nolaisen,Cairhienin,NA,Cha Faile,NA,NA,NA,Alive,NA,NA,NA,ACOS:4,NA,Female,NA,NA,KOD:12,TOM:6,NA,NA,NA,NA,Lady,NA
Cara,Andoran,Maid,NA,NA,NA,NA,Alive,NA,NA,NA,TFOH:1,NA,Female,NA,NA,TFOH:1,NA,NA,NA,NA,NA,NA,NA
Carahuin,Aiel,NA,Car'a'carn,NA,NA,Unknown clan,Alive,NA,NA,Like polished sapphires,ACOS:1,NA,Female,Flaxen,NA,TPOD:Prologue,NA,NA,NA,Unknown sept,Far Dareis Mai,NA,NA
Caraighan Maconar,Unknown nationality,NA,NA,Green Ajah,NA,NA,Dead,212 AB,373 AB,NA,NA,LOC:54,Female,NA,NA,NA,TGS:2,NA,Aes Sedai,NA,NA,NA,NA
Caralin,Andoran,NA,House Bryne,NA,Slim,NA,Alive,NA,NA,NA,TFOH:1,NA,Female,NA,NA,TFOH:1,NA,NA,NA,NA,NA,NA,NA
Caraline Damodred,Cairhienin,NA,NA,NA,Slim,NA,Alive,NA,NA,"Large, dark",ACOS:35,LOC:17,Female,"Black, shoulder-length",Short,TGS:42,NA,NA,High Seat,NA,NA,Lady,NA
Careane Fransi,Domani,NA,Black Ajah,Green Ajah,Stout,NA,Dead,NA,1000 NE,NA,ACOS:30,NA,Female,NA,NA,KOD:31,TOM:17,NA,Aes Sedai,NA,NA,NA,NA
Caredwain,Cairhienin,Healer,NA,NA,NA,NA,Alive,NA,NA,NA,NA,TGH:21,Female,NA,NA,NA,TGH:21,NA,NA,NA,NA,NA,NA
Careen,Aiel,NA,NA,NA,NA,Unknown clan,Alive,NA,NA,NA,TSR:3,NA,Female,NA,NA,TSR:6,NA,NA,NA,Unknown sept,Far Dareis Mai,NA,NA
Carelle,Aiel,Wise One,Car'a'carn,NA,NA,Unknown clan,Alive,NA,NA,Piercing,TPOD:9,NA,Female,Fiery,NA,KOD:29,NA,NA,NA,Unknown sept,NA,NA,NA
Careme Mowly,Murandian,NA,NA,NA,NA,NA,Alive,NA,NA,NA,NS:5,NA,Female,NA,NA,NS:5,NA,NA,NA,NA,NA,NA,NA
Caren Endelle,Unknown nationality,NA,NA,Red Ajah,NA,NA,Alive,NA,NA,NA,NA,The Wheel of Time Companion,Female,NA,NA,NA,NA,NA,Aes Sedai,NA,NA,NA,NA
Carenna,Unknown nationality,NA,White Tower,Unknown Ajah,NA,NA,Alive,NA,NA,NA,NA,LOC:Prologue,Female,NA,NA,NA,LOC:Prologue,NA,Aes Sedai,NA,NA,NA,NA
Carewin Damodred,Cairhienin,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,NS:12,Female,NA,NA,NA,NS:12,NA,Queen,NA,NA,Queen of Cairhien,NA
Cariandre Temalien,Ghealdanin,NA,White Tower,Red Ajah,Plump,NA,Alive,932 NE,NA,NA,KOD:2,NA,Female,NA,NA,TGS:25,NA,NA,Aes Sedai,NA,NA,NA,NA
Carin,Altaran,Servant,NA,NA,NA,NA,Alive,NA,NA,NA,ACOS:16,NA,Female,NA,NA,NA,ACOS:16,NA,NA,NA,NA,NA,NA
Carlinya Sorevin,Kandori,NA,White Tower,White Ajah,NA,NA,Dead,NA,1000 NE,Almost black,TGH:4,NS:4,Female,"Dark, curly",NA,KOD:1,TOM:38,NA,Aes Sedai,NA,NA,NA,NA
Carlya,Tar Valon,Maid,NA,NA,NA,NA,Alive,NA,NA,NA,TGS:31,NA,Female,NA,NA,TGS:31,NA,NA,NA,NA,NA,NA,NA
Carlys,Andoran,NA,NA,NA,NA,NA,Alive,NA,NA,NA,LOC:1,NA,Female,"Gray, curled",NA,LOC:2,COT:Prologue,NA,NA,NA,NA,Lady,NA
Carlys Ankerin,Andoran,NA,House Marne,NA,NA,NA,Alive,NA,NA,NA,LOC:1,NA,Female,Gray,NA,LOC:2,COT:Prologue,NA,NA,NA,NA,NA,NA
Carniele Emares,Tairen,NA,White Tower,Yellow Ajah,NA,NA,Alive,NA,NA,NA,NA,WH:Prologue,Female,NA,NA,NA,WH:Prologue,NA,Aes Sedai,NA,NA,NA,NA
Caseille Raskovni,Arafellin,Soldier,Queen's Guard,NA,Lean,NA,Alive,NA,NA,NA,WH:7,NA,Female,NA,NA,KOD:35,NA,NA,Lieutenant,NA,NA,NA,NA
Catala Lucanvalle,Unknown nationality,NA,NA,Yellow Ajah,NA,NA,Dead,NA,250 NE,NA,NA,TWORJTWOT,Female,NA,NA,NA,TWORJTWOT,NA,Aes Sedai,NA,NA,Amyrlin Seat,NA
Catalyn Haevin,Andoran,NA,House Trakand,NA,Plump,NA,Alive,NA,NA,Dark,COT:13,NA,Female,NA,NA,TOM:23,NA,NA,High Seat,NA,NA,Lady,NA
Cathal Devore,Ghealdanin,NA,White Tower,Brown Ajah,Lanky and Bony,NA,Alive,942 NE,NA,Hazel,NA,The Wheel of Time Companion,Female,Dark Brown,"5'9"" or 5'10""",NA,NA,NA,Aes Sedai,NA,NA,NA,NA
Catlynde Artein,Unknown nationality,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,TWORJTWOT,Female,NA,NA,NA,TWORJTWOT,NA,Aes Sedai,NA,NA,NA,NA
Catrelle Mosenain,Cairhienin,Maid,NA,NA,NA,NA,Dead,NA,NA,NA,NA,NA,Female,NA,NA,NA,COT:15,NA,NA,NA,NA,NA,NA
Catrine,Cairhienin,Maid,NA,NA,NA,NA,Alive,NA,NA,NA,TGH:21,NA,Female,NA,NA,TGH:21,NA,NA,NA,NA,NA,NA,NA
Catrona,Seanchan,Sul'dam,NA,NA,NA,NA,Alive,NA,NA,NA,WH:14,NA,Female,NA,NA,AMOL:32,NA,NA,NA,NA,NA,NA,NA
Cavandra,Unknown nationality,NA,White Tower,Unknown Ajah,NA,NA,Alive,NA,NA,NA,NA,LOC:48,Female,NA,NA,NA,LOC:48,NA,Aes Sedai,NA,NA,NA,NA
Cedora,Altaran,Maid,NA,NA,NA,NA,Alive,NA,NA,NA,ACOS:23,NA,Female,NA,NA,ACOS:31,ACOS:31,NA,NA,NA,NA,NA,NA
Celestin Eguilera,Tairen,NA,White Tower,Yellow Ajah,NA,NA,Alive,960 NE,NA,Gray,NA,WH:Prologue,Female,Black,NA,NA,COT:Prologue,NA,Aes Sedai,NA,NA,NA,NA
Cemaile Sorenthaine,Unknown nationality,NA,White Tower,Gray Ajah,NA,NA,Dead,NA,705 NE,NA,NA,ACOS:Prologue,Female,NA,NA,NA,TGS:43,NA,Aes Sedai,NA,NA,Amyrlin Seat,NA
Cemeille din Selaan Long Eyes,Atha'an Miere,NA,Atha'an Miere,NA,Lean,NA,Alive,NA,NA,NA,KOD:22,NA,Female,NA,Tall,KOD:22,NA,NA,Sailmistress,NA,NA,NA,NA
Cerandin,Seanchan,S'redit handler,Valan Luca's Traveling Show,NA,NA,NA,Alive,NA,NA,NA,TFOH:17,NA,Female,Pale,NA,TFOH:47,WH:15,NA,NA,NA,NA,NA,NA
Ceri,Unknown nationality,Servant,NA,NA,NA,NA,Alive,NA,NA,NA,NA,LOC:25,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerilla Marodred,Cairhienin,NA,NA,Gray Ajah,NA,NA,Dead,NA,476 NE,NA,NA,TWORJTWOT,Female,NA,NA,NA,TWORJTWOT,NA,Aes Sedai,NA,NA,Amyrlin Seat,NA
Cerindra,Taraboner,Servant,Tarabon,NA,NA,NA,Alive,NA,NA,NA,NA,TSR:51,Female,NA,NA,NA,TSR:51,NA,NA,NA,NA,NA,NA
Cetalia Delarme,Taraboner,NA,NA,Blue Ajah,NA,NA,Dead,NA,NA,NA,NS:12,NA,Female,Steel-gray,Tall,NS:12,NS:18,NA,Aes Sedai,NA,NA,NA,NA
Chaelin,Aiel,Wise One,Car'a'carn,NA,NA,Miagoma,Alive,NA,NA,NA,LOC:19,NA,Female,Graying,NA,LOC:19,TPOD:12,NA,NA,Smoke Water,NA,NA,NA
Chai Rugan,Unknown nationality,NA,Black Ajah,Brown Ajah,NA,NA,Alive,NA,NA,NA,NA,TGS:39,Female,NA,NA,NA,TGS:Epilogue,NA,Aes Sedai,NA,NA,NA,NA
Chanelle din Seran White Shark,Atha'an Miere,NA,Atha'an Miere,NA,Lean,NA,Alive,NA,NA,"Big, hard",COT:12,NA,Female,NA,NA,KOD:33,NA,NA,Windfinder,NA,NA,NA,NA
Charral,Seanchan,Damane,Tuon Athaem Kore Paendrag,NA,NA,NA,Alive,NA,NA,Gray,WH:14,NA,Female,Gray,NA,WH:14,NA,NA,NA,NA,NA,NA,NA
Chenda,Aiel,Roofmistress,NA,NA,NA,Tomanelle,Alive,NA,NA,NA,NA,TSR:23,Female,NA,NA,NA,TSR:23,NA,NA,Jenda,NA,NA,NA
Chesa,Unknown nationality,Maid,Egwene al'Vere,NA,Plump,NA,Alive,NA,NA,NA,LOC:36,NA,Female,Dark,Stout,TGS:43,NA,NA,NA,NA,NA,NA,NA
Chesmal Emry,Ghealdanin,NA,Black Ajah,Yellow Ajah,NA,NA,Dead,NA,1000 NE,Dark,TFOH:18,NS:18,Female,Dark,Tall,TOM:23,TOM:45,NA,Aes Sedai,NA,NA,NA,NA
Chiad,Aiel,Gai'shain,Car'a'carn,NA,NA,Goshien,Alive,NA,NA,Gray,TDR:38,NA,Female,"Reddish-blonde, short-cropped",NA,AMOL:44,NA,NA,NA,Stones River,Far Dareis Mai,NA,NA
Chiape,Sharan,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,LOC:6,NA,Female,NA,NA,LOC:6,NA,NA,NA,NA,NA,Sh'boan,NA
Chiarid,Aiel,NA,Car'a'carn,NA,NA,Unknown clan,Alive,NA,NA,NA,LOC:28,NA,Female,Blond,NA,LOC:28,NA,NA,NA,Unknown sept,Far Dareis Mai,NA,NA
Chilares Arman,Murandian,NA,The Kin,NA,Willowy,NA,Alive,NA,NA,Doe,TPOD:1,NA,Female,NA,NA,TPOD:3,WH:11,NA,Elder,NA,NA,NA,NA
Chimal,Seanchan,NA,NA,NA,NA,NA,Dead,NA,1000 NE,NA,NA,KOD:11,Female,NA,NA,NA,KOD:11,NA,NA,NA,NA,NA,NA
Chion,Aiel,NA,Car'a'carn,NA,NA,Unknown clan,Dead,NA,NA,Blue,TSR:50,NA,Female,Light,NA,TSR:50,NA,NA,NA,Unknown sept,Far Dareis Mai,NA,NA
Chisaine Nurbaya,Domani,NA,White Tower,Red Ajah,NA,NA,Alive,NA,NA,NA,LOC:55,NA,Female,NA,NA,LOC:55,WH:13,NA,Aes Sedai,NA,NA,NA,NA
Chowin Tsao,Unknown nationality,NA,White Tower,Green Ajah,NA,NA,Dead,NA,NA,NA,NA,TWORJTWOT,Female,NA,NA,NA,TWORJTWOT,NA,Aes Sedai,NA,NA,NA,NA
Chulein,Seanchan,Morat'raken,NA,NA,NA,NA,Alive,NA,NA,NA,TPOD:6,NA,Female,NA,NA,TPOD:6,NA,NA,NA,NA,NA,NA,NA
Chuonde,Aiel,NA,Car'a'carn,NA,NA,Miagoma,Dead,NA,1000 NE,NA,NA,ACOS:2,Female,NA,NA,NA,ACOS:2,NA,NA,Spine Ridge,Far Dareis Mai,NA,NA
Cian do Mehon a'Macansa,Murandian,NA,NA,NA,Stocky,NA,Alive,NA,NA,Dark,TPOD:17,NA,Female,Graying,NA,TPOD:18,NA,NA,NA,NA,NA,Lady,NA
Ciar,Seanchan,Sul'dam,NA,NA,NA,NA,Alive,NA,NA,NA,TGS:Prologue,NA,Female,NA,NA,TGS:Prologue,NA,NA,NA,NA,NA,NA,NA
Ciel,Andoran,Maid,NA,NA,NA,NA,Alive,NA,NA,NA,TEOTW:15,NA,Female,NA,NA,TEOTW:15,NA,NA,NA,NA,NA,NA,NA
Cilia Cole,Andoran,NA,Two Rivers,NA,Plump,NA,Alive,979 NE,NA,NA,TEOTW:Ravens,NA,Female,NA,NA,TSR:42,LOC:10,NA,NA,NA,NA,NA,NA
Cinchonine,Andoran,Innkeeper,NA,NA,NA,NA,Alive,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinda,Andoran,Serving girl,NA,NA,NA,NA,Alive,NA,NA,NA,TEOTW:14,NA,Female,NA,NA,TEOTW:14,NA,NA,NA,NA,NA,NA,NA
Clara,Unknown nationality,NA,White Tower,NA,NA,NA,Alive,NA,NA,NA,TGS:40,NA,Female,NA,NA,TGS:40,NA,NA,Novice,NA,NA,NA,NA
Clare,Unknown nationality,Gambler,NA,NA,NA,NA,Alive,NA,NA,NA,NA,NA,Female,NA,NA,NA,TOM:8,NA,NA,NA,NA,NA,NA
Clarine Anhill,Unknown nationality,Entertainer,Valan Luca,NA,Plump,NA,Alive,NA,NA,NA,TFOH:17,NA,Female,NA,NA,KOD:25,NA,NA,NA,NA,NA,NA,NA
Coedelin,Aiel,NA,NA,NA,NA,Unknown clan,Alive,NA,NA,NA,NA,TSR:23,Female,NA,NA,NA,TSR:23,NA,Wise One,Unknown sept,NA,NA,NA
Coine din Jubai Wild Winds,Atha'an Miere,NA,Atha'an Miere,NA,NA,NA,Alive,NA,NA,Brown,TSR:19,NA,Female,"Black, with touches of gray",NA,TSR:39,NA,NA,Sailmistress,NA,NA,NA,NA
Coiren Saeldain,Unknown nationality,NA,White Tower,Gray Ajah,Plump,NA,Alive,861 NE,NA,NA,LOC:Prologue,NA,Female,NA,NA,TPOD:Prologue,COT:21,NA,Aes Sedai,NA,NA,NA,NA
Coladara,Tairen,NA,Unaligned sisters,Green Ajah,NA,NA,Alive,NA,NA,NA,NS:4,NA,Female,NA,NA,AMOL:9,NA,NA,Aes Sedai,NA,NA,NA,NA
Colavaere Saighan,Cairhienin,NA,House Saighan,NA,NA,NA,Dead,NA,1000 NE,NA,TFOH:46,TFOH:45,Female,Tower of curls,NA,NA,TOM:50,NA,High Seat,NA,NA,Lady,NA
Colinda,Aiel,Wise One,Car'a'carn,NA,NA,Shaarad,Alive,NA,NA,NA,LOC:25,TSR:28,Female,NA,NA,TPOD:Prologue,NA,NA,NA,Unknown sept,NA,NA,NA
Coline,Andoran,Cook,NA,NA,NA,NA,Alive,NA,NA,NA,TEOTW:35,NA,Female,NA,NA,TDR:45,NA,NA,NA,NA,NA,NA,Plump
Collaris,Taraboner,Advocate,NA,NA,NA,NA,Dead,NA,NA,NA,NA,KOD:2,Female,NA,NA,NA,KOD:2,NA,NA,NA,NA,NA,NA
Colline,Aiel,NA,NA,NA,NA,Da'shain Aiel,Dead,NA,NA,NA,TSR:25,NA,Female,NA,NA,TSR:25,NA,NA,NA,NA,NA,NA,NA
Comarra Zepava,Unknown nationality,NA,NA,Blue Ajah,NA,NA,Dead,NA,276 NE,NA,NA,TWORJTWOT,Female,NA,NA,NA,TWORJTWOT,NA,Aes Sedai,NA,NA,Amyrlin Seat,NA
Corana,Aiel,NA,Car'a'carn,NA,NA,Unknown clan,Alive,NA,NA,NA,ACOS:7,NA,Female,Graying,NA,TGS:15,NA,NA,NA,Unknown sept,Far Dareis Mai,NA,NA
Corehuin,Aiel,NA,NA,NA,NA,Daryne,Alive,NA,NA,NA,NA,ACOS:18,Female,NA,NA,NA,ACOS:18,NA,NA,Unknown sept,NA,NA,NA
Corele Hovian,Murandian,NA,Unaligned sisters,Yellow Ajah,Slim,NA,Alive,NA,NA,Blue,ACOS:19,NA,Female,"Wild, Black",NA,TOM:13,NA,NA,Aes Sedai,NA,NA,NA,NA
Corelna,Aiel,Wise One,Car'a'carn,NA,NA,Unknown clan,Alive,NA,NA,Green,LOC:25,NA,Female,"Flaxen, graying",NA,LOC:25,NA,NA,NA,Unknown sept,NA,NA,NA
Corgaide Marendevin,Cairhienin,Holder of the Keys,Cairhien,NA,NA,NA,Alive,NA,NA,NA,TPOD:12,NA,Female,Gray,NA,COT:Prologue,NA,NA,NA,NA,NA,NA,NA
Corianin Nedeal,Unknown nationality,NA,NA,Unknown Ajah,NA,NA,Dead,NA,526 NE,NA,NA,TDR:21,Female,NA,NA,NA,TFOH:15,NA,Aes Sedai,NA,NA,NA,NA
Coride,Unknown nationality,NA,White Tower,NA,NA,NA,Alive,982 NE,NA,NA,KOD:24,NA,Female,Pale,NA,KOD:24,NA,NA,Novice,NA,NA,NA,NA
Corin Ayellin,Andoran,NA,Two Rivers,NA,Slim,NA,Alive,NA,NA,NA,TEOTW:Ravens,NA,Female,Gray,NA,TEOTW:Ravens,TFOH:55,NA,NA,NA,NA,NA,NA
Corvila,Altaran,Weaver,Faile Bashere,NA,Lean,NA,Alive,NA,NA,NA,KOD:28,NA,Female,NA,NA,KOD:28,NA,NA,NA,NA,NA,NA,NA
Cosain,Aiel,Wise One,Car'a'carn,NA,Lean,Miagoma,Alive,NA,NA,NA,LOC:32,NA,Female,Yellow,NA,ACOS:3,NA,NA,NA,Spine Ridge,NA,NA,NA
Coura,NA,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,LOC:54,Female,NA,NA,NA,LOC:54,Ogier,NA,NA,NA,NA,NA
Covarla Baldene,Unknown nationality,NA,White Tower,Red Ajah,NA,NA,Alive,919 NE,NA,NA,ACOS:32,NA,Female,Pale,NA,TGS:13,NA,NA,Aes Sedai,NA,NA,NA,NA
Covril,NA,NA,NA,NA,NA,NA,Alive,NA,NA,NA,LOC:20,TGH:33,Female,NA,Head shorter than Elder Haman,AMOL:7,NA,Ogier,NA,NA,NA,NA,NA
Cowinde,Aiel,Gai'shain,Melaine,NA,NA,Unknown clan,Alive,NA,NA,"Blue, deep",TFOH:5,NA,Female,NA,NA,LOC:33,NA,NA,NA,Unknown sept,Far Dareis Mai,NA,NA
Cumere Powys,Far Madding,NA,NA,NA,NA,NA,Alive,NA,NA,NA,WH:24,NA,Female,NA,NA,WH:34,NA,NA,Counsel,NA,NA,NA,NA
Cyndane,Unknown nationality,NA,NA,NA,NA,NA,Dead,NA,1000 NE,Blue,TPOD:12,NA,Female,Silver,Short,AMOL:22,NA,NA,Chosen,NA,NA,NA,NA
Cyprien,Far Madding,NA,NA,NA,NA,NA,Alive,NA,NA,NA,WH:24,NA,Female,NA,NA,WH:34,NA,NA,Counsel,NA,NA,NA,NA
Daelvin,Cairhienin,Innkeeper,NA,NA,NA,NA,Alive,NA,NA,NA,LOC:5,LOC:5,Female,NA,NA,LOC:5,LOC:5,NA,NA,NA,NA,NA,NA
Daerilla Raned,Andoran,NA,NA,NA,Plump,NA,Alive,NA,NA,NA,LOC:1,NA,Female,NA,NA,LOC:2,COT:Prologue,NA,NA,NA,NA,Lady,NA
Dagdara Finchey,Andoran,NA,Black Ajah,Yellow Ajah,Wide,NA,Unknown,848 NE,NA,NA,TFOH:50,NA,Female,Graying,Tall,LOC:30,TGS:39,NA,Aes Sedai,NA,NA,NA,NA
Dagendra,Aiel,NA,Car'a'carn,NA,Blocky,Unknown clan,Alive,NA,NA,NA,LOC:10,NA,Female,NA,NA,LOC:10,NA,NA,NA,Unknown sept,Far Dareis Mai,NA,NA
Daigian Moseneillin,Cairhienin,NA,Unaligned sisters,White Ajah,Plump,NA,Dead,907 NE,1000 NE,NA,ACOS:19,NA,Female,"Long, Black",Short,TGS:22,TGS:23,NA,Aes Sedai,NA,NA,Lady,NA
Dailin,Aiel,NA,Car'a'carn,NA,NA,Taardad,Dead,NA,999 NE,Gray,TDR:38,NA,Female,Dark red,NA,TDR:39,NA,NA,NA,Nine Valleys,Far Dareis Mai,NA,NA
Dairaine Saighan,Cairhienin,NA,House Saighan,NA,Slender,NA,Alive,NA,NA,NA,KOD:28,KOD:5,Female,"Black, waist-length",NA,KOD:28,KOD:29,NA,Lady,NA,NA,NA,NA
Daise Congar,Andoran,Wisdom,Two Rivers,NA,"Wide, Muscular",NA,Alive,NA,NA,NA,TEOTW:1,NA,Female,NA,Tall,LOC:Prologue,NA,NA,NA,NA,NA,Women's Circle Member,NA
Dalaine Ndaye,Unknown nationality,NA,NA,Gray Ajah,NA,NA,Dead,NA,64 NE,NA,NA,TWORJTWOT,Female,NA,NA,NA,TWORJTWOT,NA,Aes Sedai,NA,NA,Amyrlin Seat,NA
Dalar,NA,Author,NA,NA,NA,NA,Dead,NA,NA,NA,NA,TGH:35,Female,NA,NA,NA,LOC:20,Ogier,NA,NA,NA,NA,NA
Dalevien,Unknown nationality,NA,White Tower,Brown Ajah,Stocky,NA,Alive,NA,NA,NA,KOD:24,NA,Female,"Dark, streaked with gray",NA,KOD:24,NA,NA,Aes Sedai,NA,NA,NA,NA
Dali,Seanchan,Damane,NA,NA,Plump,NA,Alive,NA,NA,NA,WH:14,NA,Female,Yellow,NA,WH:14,TGS:36,NA,NA,NA,NA,NA,NA
Damelle,NA,Author,NA,NA,NA,NA,Dead,NA,NA,NA,NA,TSR:43,Female,NA,NA,NA,TSR:43,Ogier,NA,NA,NA,NA,NA
Danelle,Unknown nationality,NA,White Tower,Brown Ajah,NA,NA,Dead,NA,NA,"Blue, big",NA,NA,Female,NA,NA,NA,NA,NA,Aes Sedai,NA,NA,NA,NA
Dani,Seanchan,Damane,NA,NA,NA,NA,Alive,NA,NA,NA,WH:14,NA,Female,NA,NA,WH:14,NA,NA,NA,NA,NA,NA,NA
Danine Candraed,Andoran,NA,NA,NA,NA,NA,Alive,NA,NA,NA,NA,COT:13,Female,NA,NA,NA,KOD:35,NA,High Seat,NA,NA,Lady,NA
Dara,Tairen,Cook,NA,NA,NA,NA,Alive,NA,NA,NA,NA,TSR:13,Female,NA,NA,NA,TSR:13,NA,NA,NA,NA,NA,NA
Darea Candwin,Andoran,NA,White Tower,NA,NA,NA,Alive,NA,NA,NA,LOC:10,NA,Female,NA,NA,LOC:11,TPOD:30,NA,Novice,NA,NA,NA,NA
Daria Gahand,Unknown nationality,Author,NA,NA,NA,NA,Dead,NA,NA,NA,NA,LOC:50,Female,NA,NA,NA,LOC:50,NA,NA,NA,NA,NA,NA
Darnella Shoran,Altaran,Innkeeper,NA,NA,NA,NA,Alive,NA,NA,NA,WH:20,NA,Female,NA,NA,WH:20,NA,NA,NA,NA,NA,NA,NA
Darvale,Altaran,Wisdom,NA,NA,Lean,NA,Alive,NA,NA,NA,NA,KOD:8,Female,White,NA,NA,KOD:8,NA,NA,NA,NA,NA,NA
Daviena,Aiel,Wise One,NA,NA,NA,Unknown clan,Alive,NA,NA,Green,TPOD:Prologue,NA,Female,Yellow-Red,NA,TPOD:Prologue,NA,NA,NA,Unknown sept,NA,NA,NA
Deain,Unknown nationality,NA,Luthair Paendrag Mondwin,Unknown Ajah,NA,NA,Dead,NA,NA,NA,NA,TGH:40,Female,NA,NA,NA,TGH:40,NA,Aes Sedai,NA,NA,NA,NA
Dealda,Amadician,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,TSR:38,Female,NA,NA,NA,TSR:38,NA,NA,NA,NA,NA,NA
Deane Aryman,Shiotan,NA,NA,Blue Ajah,NA,NA,Dead,FY 920,FY 1084,NA,NA,TFOH:11,Female,NA,NA,NA,COT:30,NA,Aes Sedai,NA,NA,Amyrlin Seat,NA
Deindre,Unknown nationality,NA,NA,NA,NA,NA,Dead,NA,NA,Dark,TSR:26,NA,Female,NA,NA,TSR:26,NA,NA,Aes Sedai (Age of Legends),NA,NA,NA,NA
Deira ni Ghaline t'Bashere,Saldaean,NA,NA,NA,NA,NA,Dead,NA,NA,Dark,LOC:26,LOC:1,Female,Dark hair with white at temples.,Tall,AMOL:37,AMOL:Epilogue,NA,NA,NA,NA,Lady,NA
Deirdru,Altaran,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,KOD:21,Female,NA,NA,NA,KOD:21,NA,NA,NA,NA,Lady,NA
Delana Mosalaine,Shienaran,Sitter,Black Ajah,Gray Ajah,Stout,NA,Dead,950 NE,1000 NE,Pale blue,LOC:12,NA,Female,"Pale, almost white",NA,TOM:Prologue,NA,NA,Aes Sedai,NA,NA,NA,NA
Delora,Aiel,Wise One,NA,NA,NA,Shiande,Alive,NA,NA,Blue,TPOD:9,NA,Female,Blond,NA,KOD:29,NA,NA,NA,Unknown sept,NA,NA,NA
Demira Eriff,Domani,NA,White Tower,Brown Ajah,NA,NA,Alive,930 NE,NA,NA,LOC:43,LOC:41,Female,NA,NA,LOC:49,NA,NA,Aes Sedai,NA,NA,NA,NA
Dena,Cairhienin,Entertainer,NA,NA,NA,NA,Dead,NA,998 NE,NA,TGH:26,NA,Female,"Dark, shoulder length",Slender,TDR:31,NA,NA,NA,NA,NA,NA,NA
Deni Colford,Andoran,Soldier,Queen's Guard,NA,Blocky,NA,Alive,NA,NA,NA,WH:7,NA,Female,Graying,NA,KOD:31,KOD:35,NA,NA,NA,NA,NA,NA
Derah din Selaan Rising Wave,Atha'an Miere,NA,Atha'an Miere,NA,NA,NA,Alive,NA,NA,NA,ACOS:34,NA,Female,NA,Short,WH:13,NA,NA,Sailmistress,NA,NA,NA,NA
Derys Nermala,Unknown nationality,NA,The Kin,NA,Slender,NA,Alive,911 NE,NA,NA,ACOS:23,NA,Female,NA,NA,KOD:17,NA,NA,NA,NA,NA,NA,NA
Desaine,Aiel,Wise One,NA,NA,NA,Shaido,Dead,NA,999 NE,NA,LOC:Prologue,NA,Female,Gray,NA,LOC:53,TPOD:11,NA,NA,Unknown sept,NA,NA,NA
Desala Nevanche,Cairhienin,NA,The Shadow,Red Ajah,NA,NA,Alive,NA,NA,"Dark, large",KOD:Epilogue,KOD:Prologue,Female,NA,NA,AMOL:14,NA,NA,Aes Sedai,NA,NA,NA,NA
Desandre Alraed,Ghealdanin,NA,White Tower,Yellow Ajah,Willowy,NA,Alive,NA,NA,NA,WH:Prologue,NS:4,Female,NA,NA,COT:Prologue,NA,NA,Aes Sedai,NA,NA,NA,NA
